token,date_in,buy_price,date_out,sell_price,profit_percentage
ZILUSDT,2023-06-10,0.0176,2023-09-22,0.01794,1.9318181818181817
ZILUSDT,2024-04-12,0.02787,2024-08-23,0.01547,-44.49228561176893
ZRXUSDT,2022-05-11,0.3887,2022-07-30,0.349,-10.213532287110887
ZRXUSDT,2022-08-19,0.3025,2022-11-04,0.2813,-7.008264462809917
ZRXUSDT,2022-11-08,0.2106,2023-01-11,0.178,-15.479582146248822
ZRXUSDT,2023-03-09,0.1993,2023-03-31,0.2952,48.11841445057702
ZRXUSDT,2023-05-08,0.2151,2023-08-14,0.2252,4.695490469549045
ZRXUSDT,2023-08-16,0.1921,2023-09-15,0.1898,-1.1972930765226426
ZRXUSDT,2024-01-03,0.3316,2024-01-27,0.3864,16.525934861278653
ZRXUSDT,2024-06-08,0.4507,2024-08-23,0.3453,-23.38584424228977
