timestamp,open,high,low,close,volume
2022-04-21,146.50000000,148.70000000,132.70000000,136.30000000,86208.43300000
2022-04-22,136.20000000,139.50000000,133.00000000,135.30000000,45289.20100000
2022-04-23,135.30000000,137.10000000,130.60000000,131.20000000,40001.63500000
2022-04-24,131.30000000,133.40000000,128.60000000,129.40000000,24545.29500000
2022-04-25,129.30000000,133.20000000,121.80000000,132.80000000,52398.41900000
2022-04-26,132.80000000,134.00000000,118.50000000,120.60000000,57294.55700000
2022-04-27,120.60000000,127.10000000,119.80000000,124.50000000,34633.39400000
2022-04-28,124.50000000,126.50000000,121.00000000,122.40000000,33885.12200000
2022-04-29,122.50000000,123.80000000,112.30000000,114.00000000,41210.48000000
2022-04-30,114.10000000,116.70000000,102.10000000,103.70000000,64128.72600000
2022-05-01,103.60000000,108.00000000,101.00000000,105.70000000,88718.07200000
2022-05-02,105.70000000,107.90000000,100.70000000,104.30000000,39760.44200000
2022-05-03,104.40000000,106.70000000,100.70000000,103.00000000,32293.99000000
2022-05-04,102.90000000,115.80000000,102.60000000,115.60000000,48062.86800000
2022-05-05,115.70000000,117.20000000,101.60000000,104.60000000,67213.45100000
2022-05-06,104.60000000,105.60000000,100.20000000,103.10000000,49360.89300000
2022-05-07,103.20000000,103.80000000,95.70000000,98.50000000,47386.29400000
2022-05-08,98.40000000,101.60000000,94.80000000,97.50000000,68362.13300000
2022-05-09,97.50000000,99.60000000,79.00000000,79.70000000,154352.69295000
2022-05-10,79.60000000,95.40000000,76.50000000,87.90000000,188453.43000000
2022-05-11,88.00000000,90.90000000,66.10000000,68.90000000,302514.99800000
2022-05-12,69.00000000,73.70000000,53.60000000,61.00000000,249505.48975000
2022-05-13,61.00000000,75.90000000,60.20000000,68.40000000,130909.11200000
2022-05-14,68.30000000,73.10000000,63.90000000,71.20000000,85036.62600000
2022-05-15,71.30000000,75.30000000,67.50000000,74.90000000,67900.49600000
2022-05-16,74.80000000,74.80000000,65.80000000,66.90000000,70968.98600000
2022-05-17,66.90000000,75.20000000,66.70000000,74.00000000,68532.65800000
2022-05-18,74.00000000,75.50000000,63.70000000,64.30000000,80941.59600000
2022-05-19,64.40000000,68.40000000,61.40000000,67.30000000,60720.23300000
2022-05-20,67.40000000,69.20000000,62.90000000,65.80000000,56853.64100000
